PH,AMMONIA,TEMP,DO,do,TURBIDITY
6.9297,0.01848,30.2736,18.1683,Excellent,33.2386
8.1607,0.03653,18.7396,13.7509,Excellent,29.3847
8.4225,0.02047,25.6453,15.6859,Excellent,32.37
6.085,0.02959,21.8833,7.0676,Good,25.086
5.5569,0.01669,27.6995,12.0323,Excellent,22.4439
8.9807,0.04355,28.8864,11.5669,Excellent,17.7326
8.9734,0.04071,21.0313,12.1235,Excellent,28.448
6.4002,0.03815,20.4788,8.1068,Good,16.2051
6.767,0.03582,24.7124,13.2738,Excellent,25.6651
6.6238,0.02438,27.8383,19.4761,Excellent,18.7148
7.1678,0.02604,29.7752,15.1044,Excellent,16.4421
5.9268,0.03364,18.5821,9.4193,Excellent,15.1344
6.1607,0.02369,30.6716,6.9958,Good,16.9183
6.5274,0.04086,24.3325,15.148,Excellent,28.0405
7.2959,0.04393,23.8394,13.7272,Excellent,37.1341
8.5198,0.02367,22.6216,18.4269,Excellent,26.1646
8.6718,0.02052,21.2197,13.9512,Excellent,21.3133
8.749,0.01953,22.6829,6.7018,Good,30.1813
7.6911,0.03266,20.7235,10.1317,Excellent,22.0586
6.4605,0.02103,19.5478,6.5204,Good,27.5986
5.9986,0.01683,22.8457,9.5529,Excellent,19.2303
8.9806,0.03217,27.4135,11.1606,Excellent,16.5138
7.6478,0.04081,19.6066,10.827,Excellent,22.3704
8.6106,0.01695,27.4961,16.5037,Excellent,15.0419
7.0806,0.03865,18.6678,13.7322,Excellent,21.3369
7.963,0.02228,23.4204,6.8989,Good,28.5059
8.8282,0.0352,22.9985,19.6827,Excellent,23.8197
5.7738,0.01687,26.4923,11.8612,Excellent,27.1913
5.5083,0.01917,29.6755,9.3606,Excellent,24.8805
7.7173,0.03905,23.0986,10.6346,Excellent,23.2892
8.634,0.02075,18.2244,15.8988,Excellent,32.6355
7.9838,0.02691,20.1154,15.1692,Excellent,16.1361
7.8179,0.02076,22.2519,17.9377,Excellent,15.4924
8.6073,0.03058,27.2001,12.4101,Excellent,21.8524
6.0697,0.02861,28.4757,12.5457,Excellent,30.4717
8.9048,0.02472,26.1833,12.2865,Excellent,15.3419
7.7623,0.02898,21.3483,8.6987,Excellent,20.3973
8.9556,0.04489,20.6593,11.9118,Excellent,31.0088
8.3776,0.02949,24.3559,17.953,Excellent,15.2986
7.251,0.03478,27.1043,13.3314,Excellent,31.9282
8.5379,0.03076,23.3025,18.1657,Excellent,26.608
8.8283,0.03212,20.0242,7.4576,Good,29.615
5.9588,0.03464,23.0595,7.5048,Good,35.9966
7.8996,0.03352,30.0607,5.2478,Fair,35.0227
5.5191,0.03333,26.7241,9.4453,Excellent,15.34
6.6633,0.03443,18.6211,17.618,Excellent,34.7409
7.375,0.04112,23.1182,18.8611,Excellent,25.5566
7.2557,0.03168,21.122,15.4211,Excellent,23.5494
5.7671,0.02171,26.935,14.2304,Excellent,34.956
7.1645,0.03385,18.1138,18.2003,Excellent,17.4646
7.9461,0.0189,27.5765,12.1266,Excellent,30.8097
6.2697,0.04263,24.521,12.6413,Excellent,15.3616
5.6567,0.04463,28.8307,9.2293,Excellent,23.9813
7.0808,0.02976,22.1626,7.5772,Good,29.5213
8.7738,0.04075,25.9728,9.9453,Excellent,26.1554
8.4112,0.03747,28.5123,16.59,Excellent,31.4869
7.0047,0.0354,26.3363,11.0088,Excellent,27.8088
8.9276,0.03543,23.6719,10.0555,Excellent,32.2543
7.6344,0.02805,25.709,9.9187,Excellent,34.3227
7.3826,0.03796,28.8031,15.4159,Excellent,22.2859
8.9892,0.03008,19.1491,12.4672,Excellent,31.588
8.8443,0.02077,18.9114,16.5284,Excellent,35.5638
5.5774,0.03377,26.7414,15.3446,Excellent,36.2804
7.7869,0.04164,18.4587,14.4369,Excellent,37.17
6.5006,0.02223,30.6136,16.1116,Excellent,21.8327
6.7665,0.01745,23.8888,9.0792,Excellent,24.2382
8.0767,0.01705,18.7517,17.881,Excellent,29.9264
8.846,0.02162,18.8357,6.7089,Good,23.3758
8.0274,0.04056,25.462,10.1829,Excellent,36.9453
8.4038,0.04454,23.3107,10.6754,Excellent,22.7523
8.4443,0.0199,29.1299,12.6366,Excellent,27.5737
6.9621,0.02057,24.8055,9.9021,Excellent,28.1688
8.5901,0.02834,20.705,19.2666,Excellent,36.9834
8.2968,0.03559,29.6255,17.3441,Excellent,26.6729
7.3368,0.0284,30.9573,6.9802,Good,26.657
8.4644,0.01663,24.9955,9.8043,Excellent,36.0352
6.3019,0.03689,19.7423,7.8011,Good,33.4509
8.6927,0.03247,19.4521,8.9457,Excellent,15.6188
5.6525,0.03127,29.0415,12.0104,Excellent,20.6581
6.3106,0.02862,18.8131,12.7218,Excellent,26.4755
7.9858,0.02329,21.2111,17.1149,Excellent,24.8702
6.0552,0.0416,20.1688,7.7366,Good,31.5322
5.941,0.01609,26.458,12.7898,Excellent,31.0456
6.9778,0.0432,23.1118,13.1604,Excellent,36.0548
6.9656,0.02257,20.799,16.5263,Excellent,34.4994
6.0846,0.01513,24.8512,7.8447,Good,38.6817
7.1061,0.03907,18.2304,17.9565,Excellent,30.5879
5.777,0.02117,19.0235,19.2409,Excellent,33.3979
6.0883,0.01894,19.3054,10.1871,Excellent,36.9539
8.7337,0.01892,20.0761,6.2238,Good,39.2324
7.1466,0.04121,27.5913,10.4313,Excellent,22.3324
6.1674,0.03517,24.4917,12.3489,Excellent,30.2518
7.1715,0.03465,28.9051,6.1102,Good,15.4583
8.1442,0.01551,19.0963,16.4511,Excellent,27.2057
8.308,0.04475,29.4274,15.5565,Excellent,37.7661
8.3868,0.03534,18.082,8.8487,Excellent,18.3442
6.0236,0.03611,26.1285,8.3377,Good,24.1687
7.442,0.02761,21.0146,19.2956,Excellent,28.506
5.5885,0.01764,22.7843,12.5493,Excellent,17.628
8.7289,0.03854,29.6608,18.7494,Excellent,19.9842
8.1261,0.03947,26.6027,14.9646,Excellent,38.9628
6.0198,0.03094,22.8778,17.2091,Excellent,24.1261
8.8572,0.02678,22.6514,15.2864,Excellent,38.3105
7.5491,0.03129,22.7818,14.6366,Excellent,16.8674
8.1668,0.02934,29.3795,19.9848,Excellent,15.3981
7.3538,0.03185,30.4654,9.2847,Excellent,16.7818
7.0935,0.01662,25.0632,13.9914,Excellent,25.5659
7.8509,0.02754,25.4786,11.2716,Excellent,28.3704
6.4047,0.01994,20.4384,8.896,Excellent,37.2649
8.9184,0.02436,24.1955,17.9272,Excellent,23.746
8.9926,0.03291,25.6546,8.9318,Excellent,35.5145
6.4408,0.01777,19.7507,16.7981,Excellent,33.8835
7.5353,0.01706,21.6051,13.6674,Excellent,16.32
7.904,0.0411,21.323,8.7899,Excellent,33.1931
7.4862,0.03696,18.9094,7.9554,Good,30.7545
7.8757,0.03606,25.3171,17.3803,Excellent,34.6256
6.3094,0.01611,22.4442,14.6944,Excellent,35.6308
8.5268,0.03791,20.9564,16.0283,Excellent,26.5733
5.7087,0.04205,22.5387,9.5882,Excellent,38.958
7.7897,0.03624,25.2864,6.6312,Good,20.9769
5.8405,0.01732,29.5797,18.9174,Excellent,33.7354
6.5853,0.0347,23.1726,10.491,Excellent,19.4075
7.6165,0.01885,22.9682,8.7995,Excellent,22.9972
7.1182,0.04363,26.3315,10.8914,Excellent,23.8387
8.348,0.03227,22.0067,6.9857,Good,24.5947
6.0424,0.01739,24.5266,6.6598,Good,37.7973
8.1152,0.01914,29.8575,18.0635,Excellent,37.1903
6.4651,0.02978,19.0291,9.2446,Excellent,19.8667
8.7852,0.01581,21.3647,15.8727,Excellent,32.4018
8.6584,0.03643,28.187,11.6255,Excellent,35.9435
6.6448,0.02054,28.5073,11.8311,Excellent,23.6417
6.5832,0.0387,19.9309,7.5968,Good,22.9813
8.8943,0.04226,18.9726,7.2616,Good,20.3399
6.813,0.02712,21.0701,8.9571,Excellent,25.8948
7.2744,0.03468,19.2176,18.9479,Excellent,27.1553
5.7156,0.03798,28.023,13.3134,Excellent,25.6019
7.9184,0.01617,29.6976,10.1036,Excellent,25.9842
7.3939,0.02847,29.3626,18.9571,Excellent,39.9303
8.9405,0.02392,25.6939,13.6914,Excellent,20.8984
6.9834,0.02518,26.7758,5.6005,Good,15.8899
5.9936,0.01702,23.0179,5.8971,Good,31.5578
7.5649,0.02065,21.4988,13.5882,Excellent,29.2288
8.1424,0.01903,23.7664,12.0287,Excellent,18.5992
6.7005,0.03707,24.5637,10.2744,Excellent,24.6349
7.8064,0.03801,22.7252,19.8957,Excellent,25.9169
7.6544,0.04369,23.5606,13.4175,Excellent,35.5588
6.1579,0.02507,24.1448,10.254,Excellent,29.2491
6.9212,0.03922,20.4248,17.3337,Excellent,19.7825
6.9074,0.02111,28.7741,15.6427,Excellent,23.0188
6.1388,0.03403,30.7177,19.593,Excellent,32.2099
6.964,0.02766,28.9995,5.9183,Good,21.1385
6.6482,0.03567,19.1377,11.1771,Excellent,15.26
8.3951,0.02632,27.4617,11.8055,Excellent,27.886
8.6047,0.03002,23.641,11.6918,Excellent,27.4672
6.087,0.03376,26.1385,19.2509,Excellent,39.7415
5.9781,0.0413,22.931,12.8879,Excellent,39.3509
6.8018,0.03978,21.1059,15.7223,Excellent,17.0022
5.8775,0.02378,30.6613,13.3072,Excellent,36.6671
7.7323,0.02183,20.9095,11.6085,Excellent,33.0698
7.156,0.02617,23.3574,8.66,Excellent,21.2145
8.1151,0.03657,26.0182,10.7536,Excellent,16.0136
6.8567,0.03009,27.6711,18.4596,Excellent,25.6223
7.3911,0.01798,20.3927,8.7947,Excellent,20.5069
7.068,0.03792,22.8861,14.4301,Excellent,16.2933
5.9697,0.02662,29.9925,8.061,Good,17.5333
8.3367,0.04168,23.355,17.186,Excellent,22.5671
5.7007,0.03077,22.3633,13.1057,Excellent,18.3823
6.2671,0.02088,21.9873,19.9127,Excellent,32.7953
6.2536,0.02229,21.0196,6.1197,Good,39.9184
5.5508,0.01742,29.8927,9.2832,Excellent,17.6603
8.6861,0.03289,18.9624,13.1022,Excellent,35.2828
6.8324,0.0316,24.3088,19.3529,Excellent,33.02
8.2623,0.0283,25.302,16.1214,Excellent,24.2603
8.7711,0.01544,18.7475,5.6298,Good,31.2719
6.8364,0.04302,21.2553,11.5187,Excellent,17.9681
7.0125,0.03236,24.4638,18.5958,Excellent,20.8683
5.685,0.01806,19.222,14.1367,Excellent,16.8613
5.6809,0.04303,28.1827,11.3114,Excellent,35.287
7.019,0.02833,20.4452,15.4167,Excellent,39.9091
7.8504,0.03232,24.8855,14.4695,Excellent,28.1168
7.9563,0.03013,18.1707,16.1142,Excellent,20.2584
7.338,0.02773,26.4755,10.0875,Excellent,23.8863
8.4986,0.0201,23.0654,16.4613,Excellent,29.4836
8.7254,0.02969,25.3407,16.1995,Excellent,21.132
8.3027,0.0422,27.0759,18.4937,Excellent,28.4678
7.5985,0.02441,29.3646,7.2233,Good,33.338
6.3637,0.03318,18.943,14.8479,Excellent,35.3821
6.8393,0.02779,23.4888,16.1114,Excellent,21.9108
7.0757,0.04015,20.6168,12.5594,Excellent,20.3339
5.8171,0.03847,21.2926,13.6292,Excellent,25.1599
7.1963,0.01507,25.7,11.3979,Excellent,17.7152
8.4155,0.0257,22.2602,15.0389,Excellent,37.1801
8.7517,0.04116,29.3154,8.9386,Excellent,19.8348
7.0459,0.04023,27.5925,11.1388,Excellent,32.188
6.176,0.03626,26.0399,12.5023,Excellent,28.9435
7.972,0.04271,26.9254,14.0077,Excellent,24.2958
5.9769,0.03633,23.5966,18.9986,Excellent,15.7619
8.8647,0.01809,20.4712,16.1925,Excellent,19.1726
8.9193,0.01888,22.0624,8.2844,Good,18.1077
8.8848,0.02206,21.8815,6.8564,Good,16.9814
6.1937,0.04016,22.0069,16.9704,Excellent,28.6795
5.6145,0.03533,27.7953,15.8061,Excellent,37.7017
6.7904,0.02222,18.3932,16.6082,Excellent,19.468
8.0805,0.03787,21.2296,5.5266,Good,29.9444
6.0174,0.02933,30.7426,14.0054,Excellent,17.685
7.6568,0.02182,26.8374,15.8151,Excellent,27.5687
6.1117,0.03902,18.9372,17.2705,Excellent,24.327
5.7848,0.03157,27.5163,6.7028,Good,15.4734
7.8168,0.04379,23.3499,8.6816,Excellent,18.5926
8.27,0.04436,19.2374,5.0356,Fair,25.3951
7.557,0.02703,22.3484,13.4988,Excellent,39.1164
8.3695,0.02803,20.0746,14.9557,Excellent,36.6985
7.5827,0.02311,21.5912,15.8952,Excellent,30.6744
7.5548,0.04186,26.8847,16.5197,Excellent,16.0024
8.6777,0.02865,27.189,19.6864,Excellent,25.9472
8.92,0.01713,30.8759,15.444,Excellent,23.6265
8.3769,0.01847,21.112,15.5571,Excellent,38.0391
7.1397,0.02346,23.8211,7.102,Good,34.4721
8.0758,0.02191,21.7408,7.0856,Good,17.3804
7.3606,0.02022,26.2587,11.4187,Excellent,30.3895
5.5715,0.02411,25.5933,5.882,Good,16.0331
8.9282,0.03577,20.515,8.3713,Good,26.0
8.0985,0.01647,20.9538,14.2942,Excellent,39.9548
6.9395,0.0282,20.2586,18.5526,Excellent,20.4626
8.2587,0.0308,19.8403,12.0551,Excellent,20.9798
8.4585,0.03272,22.0422,18.4591,Excellent,17.0368
6.8294,0.04448,19.0563,17.7359,Excellent,27.324
7.451,0.02817,20.0949,7.6735,Good,21.2617
5.6397,0.02629,29.8807,16.2562,Excellent,20.5015
8.1029,0.03357,22.2149,17.1659,Excellent,18.2711
8.8575,0.0338,28.6354,9.2365,Excellent,29.565
7.9452,0.03071,25.5429,6.7511,Good,15.0082
7.9324,0.02987,29.8897,7.7069,Good,24.1728
7.418,0.04202,30.1222,17.1835,Excellent,15.3364
7.4437,0.02349,18.2397,10.2583,Excellent,30.6947
8.6706,0.03604,20.5281,12.8925,Excellent,18.4185
8.2706,0.02708,22.6957,19.3213,Excellent,18.9056
8.2881,0.0334,29.0825,10.055,Excellent,24.8272
7.978,0.04199,24.3061,12.3331,Excellent,30.2852
6.3155,0.02265,23.4554,15.81,Excellent,24.635
6.0523,0.02721,26.7851,10.9356,Excellent,21.3814
8.808,0.04187,26.8767,6.3581,Good,24.4963
5.6905,0.04054,30.7889,14.7632,Excellent,18.1639
7.6585,0.04296,22.8285,8.472,Good,15.4055
7.1019,0.02453,18.405,15.657,Excellent,37.338
7.4785,0.02002,27.0424,16.8435,Excellent,23.6814
7.2107,0.04277,30.6939,5.4478,Fair,26.3463
5.5804,0.03589,29.4621,17.9623,Excellent,21.6322
7.8745,0.04269,21.3613,12.6838,Excellent,35.4615
6.2576,0.02757,26.3594,16.9555,Excellent,22.5537
7.0632,0.04141,27.6137,8.9721,Excellent,31.2176
6.6255,0.04495,30.6674,8.4936,Good,32.9732
7.6799,0.0396,30.8879,5.8636,Good,36.1494
8.849,0.01912,20.5946,17.9992,Excellent,25.6778
5.9302,0.02118,21.8073,11.674,Excellent,34.3136
7.8255,0.04457,18.9934,19.4657,Excellent,30.2749
8.7981,0.04238,25.1969,12.2453,Excellent,32.7923
7.7382,0.02217,27.7945,9.0761,Excellent,31.266
8.8946,0.02536,27.2969,6.0287,Good,19.4672
6.4009,0.03191,27.4197,9.3659,Excellent,31.7968
7.8406,0.01684,24.0658,8.3852,Good,34.8532
6.198,0.02802,21.0209,10.7648,Excellent,29.9021
7.4428,0.023,29.1873,14.3879,Excellent,23.35
8.2729,0.03596,26.3282,15.1477,Excellent,39.5838
8.7992,0.02716,27.1808,16.2115,Excellent,17.269
7.6329,0.01564,19.6194,14.6483,Excellent,35.4688
6.4228,0.02724,20.1574,9.061,Excellent,27.5891
8.9337,0.03391,23.1088,6.7171,Good,32.1765
7.0582,0.02242,23.9312,15.0399,Excellent,23.5719
6.2452,0.02273,20.9688,5.7643,Good,22.6193
8.7464,0.01877,22.2512,15.6281,Excellent,21.5883
6.791,0.03548,19.5134,5.1751,Fair,25.0036
6.1454,0.0173,29.502,5.6962,Good,21.0967
5.7354,0.04216,30.259,18.1993,Excellent,35.415
8.2355,0.01545,23.5572,18.0167,Excellent,15.1243
6.9092,0.02406,29.1549,17.1177,Excellent,34.7634
8.8152,0.04395,18.2005,11.6519,Excellent,35.9057
8.3603,0.02463,24.1082,7.9778,Good,15.4313
7.4668,0.03667,25.5791,12.9742,Excellent,29.3631
7.0753,0.02576,22.9205,7.4175,Good,19.5119
8.9049,0.03553,30.7565,15.0958,Excellent,15.7916
6.3856,0.02736,28.9714,19.1577,Excellent,32.4191
6.7364,0.03159,25.5133,15.7168,Excellent,15.8046
7.7221,0.04429,23.8963,5.3581,Fair,16.9349
7.5752,0.02905,24.4882,18.4477,Excellent,33.7156
7.752,0.02876,30.931,11.5525,Excellent,23.0236
6.3055,0.02037,28.3524,10.4953,Excellent,37.8152
7.4111,0.0386,23.6674,6.1579,Good,38.1264
8.0329,0.04451,19.8566,14.0061,Excellent,39.7962
7.2991,0.01889,18.6269,11.6761,Excellent,22.5936
7.4716,0.01871,21.7149,17.704,Excellent,19.4433
7.8859,0.03215,30.5491,16.9344,Excellent,28.3997
7.1571,0.04485,24.2476,14.824,Excellent,31.2385
7.9063,0.02911,23.588,18.3487,Excellent,26.9677
7.5131,0.02387,18.7273,15.4465,Excellent,15.3009
7.7254,0.04364,24.473,11.8817,Excellent,18.9423
6.3647,0.02434,23.78,10.5479,Excellent,32.9582
6.279,0.04171,30.706,13.6173,Excellent,26.2431
8.8184,0.02655,20.3365,10.4586,Excellent,31.238
7.0353,0.01936,30.0745,11.1149,Excellent,39.4316
8.9071,0.02504,21.9144,16.2232,Excellent,15.5975
8.5444,0.02008,24.1179,17.3103,Excellent,22.6777
7.9487,0.03526,20.6276,8.0219,Good,30.4454
6.8749,0.04198,25.9125,15.3409,Excellent,27.1632
7.9763,0.02429,27.5046,13.1788,Excellent,20.578
8.5349,0.03537,25.8613,16.8031,Excellent,20.6226
6.0352,0.03864,21.4783,11.975,Excellent,37.7131
8.8543,0.04358,29.8795,8.9938,Excellent,20.4452
8.2584,0.02611,23.5959,9.6306,Excellent,28.1075
5.6876,0.04276,20.8773,14.3925,Excellent,34.8454
5.783,0.02179,19.6727,5.9877,Good,32.0905
6.9082,0.02212,26.7994,16.3384,Excellent,15.5246
6.7076,0.02259,29.426,11.8352,Excellent,26.2703
6.8109,0.03359,18.4474,12.7384,Excellent,23.9158
5.8507,0.03237,21.6273,17.7267,Excellent,35.4828
7.3907,0.04313,23.8333,16.8235,Excellent,26.8456
7.7207,0.03133,22.4509,9.7113,Excellent,17.8363
5.8587,0.03222,26.2445,10.1378,Excellent,34.4515
7.5718,0.02717,18.2395,19.0403,Excellent,38.634
6.8741,0.037,29.7334,16.3308,Excellent,24.8532
8.5008,0.02345,29.2427,18.0519,Excellent,34.9019
8.2656,0.03183,28.8634,18.2664,Excellent,18.4129
6.6067,0.02886,19.5348,6.6041,Good,37.5312
6.179,0.04252,28.6571,12.2939,Excellent,16.5278
5.756,0.0329,23.3215,19.9352,Excellent,19.9026
7.4639,0.017,23.8606,6.1328,Good,23.9897
7.8656,0.01668,24.494,6.9008,Good,38.0288
8.5125,0.0397,28.9225,15.1074,Excellent,15.7531
8.295,0.03904,22.8897,18.745,Excellent,34.5837
6.8139,0.03774,20.9551,19.4933,Excellent,15.0342
8.2146,0.04279,24.8184,16.5349,Excellent,26.0828
8.0378,0.03078,22.4649,10.9157,Excellent,21.9383
8.1144,0.02683,27.0751,13.8279,Excellent,36.2119
5.7519,0.03805,23.2131,12.451,Excellent,24.8207
7.6951,0.02944,22.525,10.0751,Excellent,20.3119
6.0181,0.02471,20.7452,9.3778,Excellent,20.2008
6.6031,0.03177,27.3153,10.8775,Excellent,31.3755
5.831,0.03484,21.0935,13.2248,Excellent,31.9789
7.0207,0.03962,22.7305,14.0004,Excellent,28.494
6.0133,0.02686,25.9097,9.1667,Excellent,37.0725
8.771,0.03361,18.3455,12.1131,Excellent,39.0361
7.1198,0.03712,30.2041,16.0757,Excellent,36.3491
6.6473,0.01631,29.8951,9.0478,Excellent,20.1654
8.7581,0.02477,29.7612,6.1849,Good,38.3224
7.7338,0.02419,28.2669,11.2831,Excellent,37.2192
6.9503,0.01612,19.7727,16.5192,Excellent,30.8378
6.1328,0.02795,21.4131,8.7057,Excellent,23.0514
6.2816,0.03408,23.3504,8.6144,Excellent,24.9326
7.4789,0.04367,18.3815,18.2301,Excellent,19.9386
6.7458,0.03256,26.4742,7.5245,Good,38.6351
7.7973,0.01644,25.9018,17.4017,Excellent,22.5468
7.081,0.02352,28.0918,12.9102,Excellent,22.1338
7.5774,0.02238,18.1318,18.3966,Excellent,15.9985
6.0904,0.02272,25.0231,18.5422,Excellent,35.0813
8.503,0.02082,21.2141,7.3868,Good,28.307
8.4448,0.04431,22.0897,15.1954,Excellent,35.4101
6.1689,0.04487,27.4609,18.8638,Excellent,17.7588
7.4802,0.04491,24.5964,12.277,Excellent,27.2737
6.363,0.02093,24.2715,13.8029,Excellent,29.815
6.8114,0.01659,25.9499,13.3841,Excellent,38.3446
7.4114,0.03539,26.0179,17.9949,Excellent,29.9308
7.1178,0.03018,27.1967,17.0624,Excellent,27.3857
7.72,0.03722,22.5007,14.4908,Excellent,38.7762
7.0573,0.02494,22.188,17.7,Excellent,35.8307
5.7448,0.01899,28.1411,9.1494,Excellent,30.7281
6.4754,0.04185,20.7643,12.6388,Excellent,37.5648
6.6045,0.01744,23.6191,5.0778,Fair,33.2087
5.688,0.02783,25.6897,15.3722,Excellent,30.136
7.4226,0.03435,24.0638,5.9985,Good,20.1157
7.1847,0.01796,24.0141,9.0785,Excellent,37.6051
5.9238,0.03655,26.3609,12.3057,Excellent,28.5676
7.9529,0.02818,30.1793,8.3971,Good,35.171
8.228,0.03583,23.3067,9.3148,Excellent,17.8225
6.1122,0.02245,18.161,12.7086,Excellent,17.6076
7.7266,0.0234,25.1755,5.4075,Fair,15.6944
6.3528,0.03523,20.8428,10.9518,Excellent,20.7565
7.6603,0.02735,29.9969,5.7181,Good,26.1664
6.1706,0.01858,26.4659,6.6868,Good,19.5944
7.4787,0.044,26.6751,5.6433,Good,35.7588
7.5422,0.02032,27.1872,12.078,Excellent,37.2837
8.7248,0.03294,22.3848,15.1866,Excellent,18.2079
8.0998,0.01812,20.8683,17.6275,Excellent,28.0925
6.7449,0.02756,21.1078,11.1348,Excellent,31.9778
5.6851,0.01748,23.9518,19.6003,Excellent,29.8745
8.6227,0.03621,22.7215,11.3224,Excellent,19.9945
7.2135,0.0268,20.2607,6.7852,Good,21.5379
5.9075,0.02797,21.3217,9.3272,Excellent,19.0038
8.3359,0.02041,19.2235,12.5518,Excellent,17.243
7.8623,0.04201,20.8785,11.7374,Excellent,28.4869
7.0273,0.04423,23.7667,15.3034,Excellent,27.3571
6.1381,0.0389,30.3442,17.3797,Excellent,34.6653
7.9057,0.04227,29.7379,14.2336,Excellent,26.0219
6.1958,0.02263,29.5994,18.7073,Excellent,17.2443
6.7051,0.01977,30.6485,16.5832,Excellent,36.5544
5.7505,0.02021,23.9081,12.1768,Excellent,19.2507
7.7803,0.03615,22.4288,15.9517,Excellent,36.2269
6.2052,0.01693,22.9621,15.3121,Excellent,36.9651
7.732,0.03579,30.9311,8.7473,Excellent,31.1293
5.7384,0.02595,30.6206,14.435,Excellent,38.3489
8.3306,0.04017,24.0509,6.5377,Good,23.2225
6.3827,0.04167,30.4309,16.3147,Excellent,18.1615
8.5603,0.02185,21.7277,7.1745,Good,36.0464
8.736,0.02379,27.1739,17.5317,Excellent,25.2956
8.2311,0.04281,30.6902,6.9373,Good,39.0347
7.5953,0.04292,22.5477,18.0275,Excellent,34.5268
5.856,0.02301,29.13,6.6929,Good,21.5618
6.7967,0.0388,20.0053,5.18,Fair,27.0036
6.8887,0.03045,24.7792,10.6653,Excellent,15.9189
8.3626,0.03098,30.3956,10.0978,Excellent,21.8596
7.6721,0.0441,24.316,7.9709,Good,38.015
8.8324,0.02146,30.0782,9.9181,Excellent,39.6967
8.9248,0.03205,25.2719,13.2115,Excellent,26.1868
5.5687,0.03863,19.5561,19.3187,Excellent,33.7552
8.3741,0.02924,20.8717,14.5434,Excellent,39.2996
7.9333,0.01579,22.8311,7.9109,Good,25.4503
6.1834,0.04242,22.5052,14.0162,Excellent,38.6824
7.1474,0.03945,28.6134,13.773,Excellent,20.9893
6.2456,0.03719,19.6091,18.8416,Excellent,38.4153
8.2757,0.04306,20.483,6.2934,Good,39.7316
5.8771,0.03423,18.5848,17.1605,Excellent,32.861
6.6052,0.03751,30.0038,16.7041,Excellent,18.8705
8.4497,0.02668,26.357,16.2103,Excellent,17.9725
8.848,0.02143,28.0344,11.349,Excellent,38.2382
8.9533,0.021,23.7205,13.646,Excellent,15.1336
8.7006,0.04102,29.2783,5.5788,Good,18.6152
7.7344,0.02989,27.8977,19.4938,Excellent,35.6585
6.4491,0.01769,22.0111,19.402,Excellent,39.0604
5.6583,0.02476,27.0155,8.3,Good,37.9626
6.4006,0.0281,27.1633,13.6146,Excellent,33.8765
7.7671,0.01751,28.1103,13.7026,Excellent,17.0968
6.3046,0.04461,22.4077,7.4198,Good,28.8962
8.7728,0.01839,18.9016,16.2511,Excellent,34.5295
6.9484,0.01603,21.3846,16.9718,Excellent,29.2963
5.7425,0.02607,30.1076,13.0009,Excellent,37.3028
8.3175,0.02853,18.5553,15.5342,Excellent,26.647
5.9307,0.01614,30.7632,14.7123,Excellent,20.5388
7.8137,0.01712,24.7695,13.5345,Excellent,38.2478
6.4464,0.03097,22.6862,13.8103,Excellent,38.3452
8.8312,0.03921,20.3458,6.6273,Good,39.3102
6.0365,0.04356,26.3565,8.9635,Excellent,32.9597
6.4543,0.01836,22.6956,9.7441,Excellent,26.7706
8.6715,0.02167,26.1189,15.2494,Excellent,32.6012
8.0455,0.04346,22.3777,19.5181,Excellent,19.4357
6.2472,0.02268,28.1292,7.3238,Good,28.9008
6.3536,0.02939,24.0172,19.9102,Excellent,39.0649
5.7281,0.03975,26.7809,15.9985,Excellent,25.6786
8.01,0.0306,25.1738,17.1988,Excellent,29.6215
7.5224,0.04261,19.1898,16.6022,Excellent,24.7222
5.7408,0.04207,25.6594,13.1334,Excellent,25.5715
6.9152,0.02312,19.5055,5.3435,Fair,17.0193
5.5566,0.04193,19.6468,17.0053,Excellent,32.3152
5.6332,0.03074,26.3958,14.6147,Excellent,19.8952
6.6615,0.04101,27.148,13.1198,Excellent,28.7596
8.0,0.01569,22.7094,14.3898,Excellent,24.7998
6.0835,0.01933,28.4136,17.2126,Excellent,18.7341
7.5017,0.0198,22.5479,12.3008,Excellent,19.728
6.3952,0.03704,26.771,11.397,Excellent,30.031
6.866,0.01715,26.0389,6.8165,Good,24.2646
6.0439,0.04272,30.5429,6.1842,Good,39.0094
7.4366,0.02019,18.5487,12.7577,Excellent,17.8699
7.1467,0.04139,19.9975,19.7221,Excellent,31.2422
8.8011,0.04286,30.7104,16.8517,Excellent,24.7413
6.3813,0.02567,21.1621,8.0651,Good,22.8274
6.2295,0.02239,21.3378,5.9231,Good,28.067
6.0869,0.04152,23.4667,6.883,Good,19.2796
6.2303,0.01938,30.4747,7.5698,Good,15.8886
7.9806,0.02991,27.46,14.4698,Excellent,16.6458
8.2489,0.02347,26.4915,15.2087,Excellent,21.2695
6.2682,0.03483,27.7559,14.0955,Excellent,39.7979
6.2507,0.04293,26.0323,10.7148,Excellent,17.6431
7.4129,0.02033,19.2558,12.4987,Excellent,35.1986
7.2024,0.03109,22.6078,16.0269,Excellent,20.8361
7.5196,0.03267,27.0853,11.4264,Excellent,21.0066
6.4893,0.03201,18.4507,18.0609,Excellent,36.055
5.8282,0.04079,29.106,19.0341,Excellent,17.365
5.5286,0.03913,22.9296,7.2203,Good,19.9773
8.7101,0.03924,27.4499,19.4521,Excellent,34.6002
6.8794,0.02713,26.9529,16.0043,Excellent,17.4598
