pH,Ammonia,Temp,Turbidity,pH_Status,Ammonia_Status,Temp_Status,Turbidity_Status,Water Pump,Heater
7.9937,0.04434,28.7418,36.8065,High,High,High,Low,ON,OFF
6.6376,0.03841,29.4214,23.4781,High,High,High,Low,ON,OFF
6.9327,0.03215,21.9257,19.0768,High,High,Low,High,OFF,ON
6.1326,0.02111,21.2591,21.564,Low,High,Low,Low,ON,ON
6.6748,0.04007,28.1945,38.1143,High,High,High,Low,ON,OFF
6.2153,0.02723,22.2886,17.4712,Low,High,Low,High,OFF,ON
8.3398,0.03571,19.3889,34.217,High,High,Low,Low,ON,ON
6.1986,0.02315,21.0115,27.8406,Low,High,Low,Low,ON,ON
5.6216,0.03812,19.115,30.5263,Low,High,Low,Low,ON,ON
7.6576,0.04343,28.3801,22.2394,High,High,High,Low,ON,OFF
8.5285,0.03861,25.4157,24.43,Low,High,Low,Low,ON,ON
7.1877,0.03305,29.1538,37.3774,High,High,High,Low,ON,OFF
8.5978,0.01686,19.9326,38.4001,Low,High,Low,Low,ON,ON
6.8761,0.02708,19.4849,34.2215,High,High,Low,Low,ON,ON
7.9768,0.0196,23.6012,15.3624,High,High,Low,High,OFF,ON
5.9632,0.03555,27.019,36.641,Low,High,High,Low,ON,OFF
8.8432,0.02297,29.1654,37.6601,Low,High,High,Low,ON,OFF
7.81,0.03669,25.0021,34.189,High,High,Low,Low,ON,ON
8.2493,0.0388,23.5171,29.7185,High,High,Low,Low,ON,ON
8.1782,0.03685,23.1599,32.6065,High,High,Low,Low,ON,ON
5.9768,0.01989,29.5654,21.6279,Low,High,High,Low,ON,OFF
7.4959,0.02628,19.9772,37.4073,High,High,Low,Low,ON,ON
8.5793,0.0289,19.6809,23.3832,Low,High,Low,Low,ON,ON
8.7484,0.03027,24.1205,21.0566,Low,High,Low,Low,ON,ON
7.2828,0.0371,18.849,24.508,High,High,Low,Low,ON,ON
5.6875,0.02761,18.0544,16.6022,Low,High,Low,High,OFF,ON
6.094,0.01505,24.9147,32.5525,Low,High,Low,Low,ON,ON
8.4197,0.0415,23.4625,19.1478,High,High,Low,High,OFF,ON
8.486,0.04424,24.0201,32.5115,High,High,Low,Low,ON,ON
6.0768,0.03061,20.2768,24.8345,Low,High,Low,Low,ON,ON
8.7942,0.02917,22.7467,38.6963,Low,High,Low,Low,ON,ON
7.2032,0.03344,21.3021,15.4426,High,High,Low,High,OFF,ON
5.7719,0.03247,28.735,37.3147,Low,High,High,Low,ON,OFF
8.664,0.02883,24.5875,25.7073,Low,High,Low,Low,ON,ON
6.6817,0.02904,21.1481,34.8023,High,High,Low,Low,ON,ON
7.038,0.03714,23.8094,23.2712,High,High,Low,Low,ON,ON
5.8367,0.04349,23.1428,16.2645,Low,High,Low,High,OFF,ON
6.9338,0.04083,19.058,25.0905,High,High,Low,Low,ON,ON
8.4288,0.0235,22.658,26.7843,High,High,Low,Low,ON,ON
5.9625,0.04301,25.2461,38.1049,Low,High,Low,Low,ON,ON
8.6845,0.03938,30.4153,25.4341,Low,High,High,Low,ON,OFF
8.6436,0.0254,22.5639,33.2203,Low,High,Low,Low,ON,ON
6.5142,0.01694,25.7121,18.8568,High,High,Low,High,OFF,ON
6.0938,0.0421,30.7474,23.0408,Low,High,High,Low,ON,OFF
7.6692,0.01585,26.9517,15.8316,High,High,High,High,OFF,OFF
5.5565,0.04252,25.8443,19.3378,Low,High,Low,High,OFF,ON
7.1612,0.04111,24.1189,23.6156,High,High,Low,Low,ON,ON
7.0,0.04338,21.1063,27.354,High,High,Low,Low,ON,ON
5.5105,0.02107,28.0327,17.9671,Low,High,High,High,OFF,OFF
6.064,0.01745,29.8094,15.1795,Low,High,High,High,OFF,OFF
8.0447,0.02338,23.4601,26.0811,High,High,Low,Low,ON,ON
7.6817,0.03225,18.7196,31.7058,High,High,Low,Low,ON,ON
5.8135,0.03458,26.2965,24.0634,Low,High,High,Low,ON,OFF
7.4497,0.01882,22.2127,30.6876,High,High,Low,Low,ON,ON
8.1224,0.01705,22.334,37.9752,High,High,Low,Low,ON,ON
6.5673,0.04258,19.0601,33.745,High,High,Low,Low,ON,ON
6.6989,0.04326,27.9073,32.8881,High,High,High,Low,ON,OFF
6.7399,0.03512,22.4246,18.0457,High,High,Low,High,OFF,ON
5.5605,0.02105,27.6884,32.609,Low,High,High,Low,ON,OFF
5.8468,0.02888,27.2858,18.1623,Low,High,High,High,OFF,OFF
6.1906,0.02873,25.3827,24.3886,Low,High,Low,Low,ON,ON
8.057,0.01912,20.3566,32.5798,High,High,Low,Low,ON,ON
6.9209,0.03025,28.4353,36.3613,High,High,High,Low,ON,OFF
6.1397,0.03448,19.1298,37.054,Low,High,Low,Low,ON,ON
7.8834,0.0326,24.7445,28.4279,High,High,Low,Low,ON,ON
8.2186,0.04163,28.7194,24.2316,High,High,High,Low,ON,OFF
8.3818,0.03521,20.7885,27.1576,High,High,Low,Low,ON,ON
8.114,0.0432,29.479,31.9878,High,High,High,Low,ON,OFF
6.6311,0.04151,27.0897,34.0993,High,High,High,Low,ON,OFF
8.0366,0.03169,18.7727,25.15,High,High,Low,Low,ON,ON
7.676,0.02956,27.2248,22.1152,High,High,High,Low,ON,OFF
7.5679,0.03254,26.4969,28.8501,High,High,High,Low,ON,OFF
6.065,0.02816,24.7676,39.975,Low,High,Low,Low,ON,ON
5.9065,0.02959,27.0501,25.7229,Low,High,High,Low,ON,OFF
8.7219,0.01574,22.6759,34.8566,Low,High,Low,Low,ON,ON
8.6271,0.02878,26.7466,20.1436,Low,High,High,Low,ON,OFF
7.0499,0.03157,23.4089,17.69,High,High,Low,High,OFF,ON
7.1585,0.01703,25.4593,39.7088,High,High,Low,Low,ON,ON
8.4618,0.01963,24.0077,38.6725,High,High,Low,Low,ON,ON
6.7474,0.02751,28.2265,29.7906,High,High,High,Low,ON,OFF
8.2007,0.02696,26.7677,25.3015,High,High,High,Low,ON,OFF
7.1549,0.01508,30.5099,18.8221,High,High,High,High,OFF,OFF
6.6808,0.01726,21.2285,35.7563,High,High,Low,Low,ON,ON
8.8297,0.03212,18.9548,24.1437,Low,High,Low,Low,ON,ON
8.39,0.01858,23.0302,17.9596,High,High,Low,High,OFF,ON
8.9119,0.02836,26.0718,19.4216,Low,High,High,High,OFF,OFF
8.0198,0.02376,24.0987,34.7448,High,High,Low,Low,ON,ON
8.9615,0.02136,30.0871,30.1731,Low,High,High,Low,ON,OFF
7.6277,0.04069,30.6977,34.8672,High,High,High,Low,ON,OFF
8.6378,0.01874,20.9267,33.5077,Low,High,Low,Low,ON,ON
7.9582,0.03746,24.2998,27.8733,High,High,Low,Low,ON,ON
6.1403,0.02754,26.3349,38.6866,Low,High,High,Low,ON,OFF
5.6301,0.02174,28.7428,18.4668,Low,High,High,High,OFF,OFF
6.4612,0.03973,22.1235,16.866,Low,High,Low,High,OFF,ON
6.3072,0.01896,23.5924,26.8957,Low,High,Low,Low,ON,ON
7.2442,0.02501,26.0444,25.7428,High,High,High,Low,ON,OFF
6.4844,0.03892,26.3928,19.7758,Low,High,High,High,OFF,OFF
6.7815,0.02182,20.1528,17.7157,High,High,Low,High,OFF,ON
8.4333,0.03837,28.583,38.781,High,High,High,Low,ON,OFF
6.8564,0.02997,26.3548,18.1796,High,High,High,High,OFF,OFF
6.608,0.02561,28.4582,24.6314,High,High,High,Low,ON,OFF
8.3118,0.01549,28.4137,21.2041,High,High,High,Low,ON,OFF
7.7702,0.03859,20.1093,39.0767,High,High,Low,Low,ON,ON
8.2159,0.04024,28.5988,16.8108,High,High,High,High,OFF,OFF
6.8829,0.04203,24.324,18.8721,High,High,Low,High,OFF,ON
8.1366,0.03365,18.1023,35.6172,High,High,Low,Low,ON,ON
7.5885,0.02947,20.0286,23.8487,High,High,Low,Low,ON,ON
6.7993,0.0383,20.633,35.2092,High,High,Low,Low,ON,ON
5.6521,0.04032,26.2402,28.846,Low,High,High,Low,ON,OFF
8.655,0.0283,25.5316,27.7684,Low,High,Low,Low,ON,ON
8.5419,0.02831,21.0589,23.404,Low,High,Low,Low,ON,ON
8.4813,0.02886,24.7179,33.4769,High,High,Low,Low,ON,ON
5.5536,0.01774,27.4403,35.4752,Low,High,High,Low,ON,OFF
8.3627,0.02183,30.9066,36.421,High,High,High,Low,ON,OFF
8.2801,0.01752,22.6761,29.4751,High,High,Low,Low,ON,ON
7.8304,0.0441,20.3565,27.2741,High,High,Low,Low,ON,ON
6.9808,0.01823,19.8621,33.9308,High,High,Low,Low,ON,ON
6.359,0.02416,30.4878,34.4469,Low,High,High,Low,ON,OFF
7.1142,0.0187,30.5342,20.5111,High,High,High,Low,ON,OFF
6.0294,0.03129,21.0186,36.7697,Low,High,Low,Low,ON,ON
7.2172,0.02497,19.1197,19.2425,High,High,Low,High,OFF,ON
8.3597,0.04333,28.6226,23.6678,High,High,High,Low,ON,OFF
7.9695,0.02907,30.1073,39.7548,High,High,High,Low,ON,OFF
7.7414,0.03529,22.5315,33.0032,High,High,Low,Low,ON,ON
8.1335,0.03735,19.8868,18.9048,High,High,Low,High,OFF,ON
8.1323,0.02528,20.4654,18.0673,High,High,Low,High,OFF,ON
8.5926,0.0166,30.0894,22.6414,Low,High,High,Low,ON,OFF
7.0052,0.02116,27.0384,16.8688,High,High,High,High,OFF,OFF
6.8116,0.04361,20.0814,34.1035,High,High,Low,Low,ON,ON
8.2113,0.0185,23.9666,27.6746,High,High,Low,Low,ON,ON
6.6563,0.02402,26.6495,22.305,High,High,High,Low,ON,OFF
5.8533,0.02086,19.6862,18.7334,Low,High,Low,High,OFF,ON
5.5309,0.03271,23.1609,38.9624,Low,High,Low,Low,ON,ON
5.9407,0.03081,24.3801,30.1232,Low,High,Low,Low,ON,ON
7.6161,0.03331,29.4018,15.7338,High,High,High,High,OFF,OFF
5.615,0.02719,22.5104,33.3885,Low,High,Low,Low,ON,ON
5.5818,0.03423,19.4155,15.6129,Low,High,Low,High,OFF,ON
6.9798,0.02334,30.2713,17.8793,High,High,High,High,OFF,OFF
8.5008,0.02357,18.5953,26.156,Low,High,Low,Low,ON,ON
7.6177,0.02875,18.7437,32.5145,High,High,Low,Low,ON,ON
6.7566,0.0169,28.8186,36.258,High,High,High,Low,ON,OFF
7.8806,0.03338,22.816,38.9382,High,High,Low,Low,ON,ON
6.7612,0.02923,27.8754,27.2484,High,High,High,Low,ON,OFF
6.4565,0.04094,27.1455,34.0056,Low,High,High,Low,ON,OFF
6.5747,0.0205,23.4034,18.6735,High,High,Low,High,OFF,ON
5.6626,0.02703,25.0985,35.6776,Low,High,Low,Low,ON,ON
7.6089,0.04439,29.5514,32.4136,High,High,High,Low,ON,OFF
5.7129,0.01809,23.8456,24.3829,Low,High,Low,Low,ON,ON
6.7922,0.03552,21.4796,17.9037,High,High,Low,High,OFF,ON
6.222,0.04444,30.155,15.0583,Low,High,High,High,OFF,OFF
6.9391,0.02291,27.5617,26.9238,High,High,High,Low,ON,OFF
7.6339,0.04121,30.4867,35.672,High,High,High,Low,ON,OFF
6.7061,0.01542,27.6394,33.7657,High,High,High,Low,ON,OFF
7.3045,0.03195,30.3748,36.5782,High,High,High,Low,ON,OFF
6.1443,0.04397,22.9726,25.3585,Low,High,Low,Low,ON,ON
8.8859,0.03671,24.7781,24.7299,Low,High,Low,Low,ON,ON
7.9246,0.01953,26.4813,31.2076,High,High,High,Low,ON,OFF
7.1698,0.01776,26.4814,36.8397,High,High,High,Low,ON,OFF
6.5824,0.03386,28.2291,15.6094,High,High,High,High,OFF,OFF
7.7427,0.01985,23.8626,25.2464,High,High,Low,Low,ON,ON
8.4722,0.03774,26.8033,21.2692,High,High,High,Low,ON,OFF
5.8871,0.0241,27.3944,38.0686,Low,High,High,Low,ON,OFF
8.0212,0.0443,20.4819,27.0102,High,High,Low,Low,ON,ON
7.1107,0.03835,25.704,36.0759,High,High,Low,Low,ON,ON
8.5598,0.01749,27.7673,32.4704,Low,High,High,Low,ON,OFF
8.5372,0.04252,20.2044,24.0829,Low,High,Low,Low,ON,ON
6.0956,0.03421,30.3919,36.5293,Low,High,High,Low,ON,OFF
6.6002,0.01723,30.0966,36.3437,High,High,High,Low,ON,OFF
8.7692,0.0347,28.3499,23.6458,Low,High,High,Low,ON,OFF
5.6166,0.01545,30.9677,39.9194,Low,High,High,Low,ON,OFF
6.6892,0.0337,30.2366,35.9368,High,High,High,Low,ON,OFF
8.3086,0.02319,25.5331,15.052,High,High,Low,High,OFF,ON
8.0323,0.02214,27.8821,26.6741,High,High,High,Low,ON,OFF
6.7047,0.04283,28.4072,35.8151,High,High,High,Low,ON,OFF
6.8899,0.03958,27.5785,39.9426,High,High,High,Low,ON,OFF
8.7422,0.03707,22.9558,31.939,Low,High,Low,Low,ON,ON
5.5845,0.01793,26.6034,19.5799,Low,High,High,High,OFF,OFF
6.6536,0.02246,25.8803,16.5492,High,High,Low,High,OFF,ON
6.5082,0.0322,18.2805,28.7887,High,High,Low,Low,ON,ON
6.9991,0.02114,22.2022,38.6144,High,High,Low,Low,ON,ON
8.8542,0.03557,26.4417,34.0635,Low,High,High,Low,ON,OFF
8.8936,0.03361,26.2674,18.5567,Low,High,High,High,OFF,OFF
5.9521,0.03593,27.2355,32.7123,Low,High,High,Low,ON,OFF
7.8619,0.02674,27.9985,22.7854,High,High,High,Low,ON,OFF
7.445,0.02666,27.2288,17.5292,High,High,High,High,OFF,OFF
8.8552,0.04424,28.52,23.9405,Low,High,High,Low,ON,OFF
7.5962,0.03684,23.748,27.4829,High,High,Low,Low,ON,ON
8.3471,0.02232,22.8964,28.3168,High,High,Low,Low,ON,ON
5.802,0.01743,18.7575,24.9218,Low,High,Low,Low,ON,ON
6.9238,0.02942,21.2605,22.7252,High,High,Low,Low,ON,ON
7.8939,0.01887,20.7042,19.695,High,High,Low,High,OFF,ON
6.0836,0.02395,28.0402,38.5955,Low,High,High,Low,ON,OFF
7.1082,0.03039,19.7294,32.1614,High,High,Low,Low,ON,ON
7.6989,0.02842,24.0647,21.7722,High,High,Low,Low,ON,ON
7.1476,0.02739,23.5285,37.0285,High,High,Low,Low,ON,ON
8.6951,0.02848,23.2337,20.9013,Low,High,Low,Low,ON,ON
7.5529,0.01599,28.5245,37.2217,High,High,High,Low,ON,OFF
7.8743,0.02934,30.9115,26.1085,High,High,High,Low,ON,OFF
7.1314,0.04336,24.836,15.1614,High,High,Low,High,OFF,ON
5.8637,0.0315,30.8544,37.7836,Low,High,High,Low,ON,OFF
8.3884,0.03685,19.0303,26.6887,High,High,Low,Low,ON,ON
6.1377,0.04364,19.5941,30.9536,Low,High,Low,Low,ON,ON
7.9486,0.02099,19.7973,38.212,High,High,Low,Low,ON,ON
8.5006,0.03975,28.815,26.4957,Low,High,High,Low,ON,OFF
7.247,0.02375,21.9479,35.3715,High,High,Low,Low,ON,ON
8.9582,0.03325,18.9843,20.9844,Low,High,Low,Low,ON,ON
6.5094,0.03298,27.3346,15.4812,High,High,High,High,OFF,OFF
8.2566,0.02945,20.102,28.9058,High,High,Low,Low,ON,ON
8.9416,0.02885,23.4312,36.2804,Low,High,Low,Low,ON,ON
8.8455,0.03231,20.4189,19.0044,Low,High,Low,High,OFF,ON
8.8889,0.0305,27.4766,33.6731,Low,High,High,Low,ON,OFF
5.7532,0.02991,27.4187,27.8215,Low,High,High,Low,ON,OFF
7.169,0.01612,22.2438,35.2699,High,High,Low,Low,ON,ON
8.6763,0.01801,24.2454,30.7642,Low,High,Low,Low,ON,ON
7.2581,0.01627,25.2858,33.7246,High,High,Low,Low,ON,ON
6.7389,0.04474,25.1663,25.6514,High,High,Low,Low,ON,ON
6.121,0.02818,28.8256,28.8673,Low,High,High,Low,ON,OFF
8.0005,0.01906,26.6656,25.9313,High,High,High,Low,ON,OFF
7.0851,0.02218,21.3887,25.0478,High,High,Low,Low,ON,ON
5.8018,0.03134,19.0516,29.5962,Low,High,Low,Low,ON,ON
8.5189,0.0267,18.8585,19.6026,Low,High,Low,High,OFF,ON
8.9762,0.0222,28.8682,29.2487,Low,High,High,Low,ON,OFF
5.5483,0.04359,18.8077,29.3003,Low,High,Low,Low,ON,ON
8.3336,0.0444,19.5862,39.0567,High,High,Low,Low,ON,ON
6.896,0.02284,27.1059,26.282,High,High,High,Low,ON,OFF
8.6936,0.0402,22.8734,22.9722,Low,High,Low,Low,ON,ON
6.5482,0.04004,18.7614,37.5259,High,High,Low,Low,ON,ON
6.4273,0.0401,20.717,15.7862,Low,High,Low,High,OFF,ON
8.5085,0.03508,19.9005,27.1073,Low,High,Low,Low,ON,ON
6.955,0.03682,25.8571,30.7695,High,High,Low,Low,ON,ON
8.7941,0.04312,18.3768,32.1268,Low,High,Low,Low,ON,ON
8.0706,0.04117,23.6238,23.5032,High,High,Low,Low,ON,ON
6.4289,0.04319,29.102,32.2844,Low,High,High,Low,ON,OFF
8.1336,0.03199,20.5633,30.7064,High,High,Low,Low,ON,ON
6.4907,0.02808,24.9487,16.8597,Low,High,Low,High,OFF,ON
6.1984,0.03168,18.6405,19.4919,Low,High,Low,High,OFF,ON
6.2762,0.02238,20.0994,29.0813,Low,High,Low,Low,ON,ON
8.8793,0.02371,18.3929,29.1874,Low,High,Low,Low,ON,ON
7.2143,0.03785,30.7317,21.127,High,High,High,Low,ON,OFF
5.6585,0.03006,26.0432,21.1208,Low,High,High,Low,ON,OFF
6.1101,0.03307,18.745,36.3108,Low,High,Low,Low,ON,ON
6.7776,0.02905,20.6931,35.6182,High,High,Low,Low,ON,ON
7.1334,0.02817,23.1317,28.4769,High,High,Low,Low,ON,ON
7.001,0.03087,18.7131,30.6889,High,High,Low,Low,ON,ON
6.8964,0.03445,25.6558,37.384,High,High,Low,Low,ON,ON
8.7435,0.04146,26.3908,21.3763,Low,High,High,Low,ON,OFF
8.1032,0.03983,21.2183,30.9867,High,High,Low,Low,ON,ON
6.3094,0.02677,22.3917,24.4465,Low,High,Low,Low,ON,ON
5.6546,0.03251,27.4953,20.8762,Low,High,High,Low,ON,OFF
6.8296,0.02258,21.7443,16.7282,High,High,Low,High,OFF,ON
6.3924,0.02961,29.4751,39.4932,Low,High,High,Low,ON,OFF
5.5786,0.0266,18.1442,34.5184,Low,High,Low,Low,ON,ON
5.7375,0.02298,23.1353,16.814,Low,High,Low,High,OFF,ON
5.8622,0.0248,26.7868,31.1901,Low,High,High,Low,ON,OFF
7.7127,0.03385,22.096,38.379,High,High,Low,Low,ON,ON
8.9594,0.02164,21.7961,29.0223,Low,High,Low,Low,ON,ON
8.4967,0.02108,21.9564,20.1832,High,High,Low,Low,ON,ON
6.9785,0.019,29.8306,22.2847,High,High,High,Low,ON,OFF
8.5844,0.04235,23.5515,38.4922,Low,High,Low,Low,ON,ON
8.684,0.03215,22.9021,19.2413,Low,High,Low,High,OFF,ON
6.2253,0.01948,29.7357,20.9107,Low,High,High,Low,ON,OFF
6.6546,0.02256,24.9445,23.4919,High,High,Low,Low,ON,ON
7.9286,0.01843,23.7763,21.2956,High,High,Low,Low,ON,ON
8.6131,0.01773,29.0127,26.2932,Low,High,High,Low,ON,OFF
7.7937,0.0182,24.9352,26.3039,High,High,Low,Low,ON,ON
6.9216,0.02306,27.8582,22.2223,High,High,High,Low,ON,OFF
8.7731,0.03756,18.8051,30.1317,Low,High,Low,Low,ON,ON
7.3085,0.04001,21.5998,23.3313,High,High,Low,Low,ON,ON
8.4186,0.0263,27.7326,36.4191,High,High,High,Low,ON,OFF
5.579,0.03322,21.0778,36.0692,Low,High,Low,Low,ON,ON
6.9278,0.02824,25.2346,16.3014,High,High,Low,High,OFF,ON
7.834,0.02689,28.4446,35.3111,High,High,High,Low,ON,OFF
6.7361,0.0245,28.7947,38.6646,High,High,High,Low,ON,OFF
8.9691,0.03697,18.8838,32.9805,Low,High,Low,Low,ON,ON
8.0631,0.01859,21.3094,23.3827,High,High,Low,Low,ON,ON
8.1889,0.03264,20.2476,24.7816,High,High,Low,Low,ON,ON
7.1084,0.0273,27.6494,34.0082,High,High,High,Low,ON,OFF
5.7567,0.04343,21.8667,17.3205,Low,High,Low,High,OFF,ON
6.4248,0.02671,21.8255,17.524,Low,High,Low,High,OFF,ON
8.8934,0.02668,26.6929,29.8745,Low,High,High,Low,ON,OFF
5.8292,0.03369,30.9667,20.9321,Low,High,High,Low,ON,OFF
6.4184,0.03879,24.4669,25.1523,Low,High,Low,Low,ON,ON
6.4055,0.03262,23.0249,25.2257,Low,High,Low,Low,ON,ON
6.1477,0.03362,25.3111,34.809,Low,High,Low,Low,ON,ON
8.9371,0.0263,19.0514,30.6905,Low,High,Low,Low,ON,ON
6.7676,0.01807,28.6502,23.3324,High,High,High,Low,ON,OFF
8.6695,0.03227,18.2065,38.5215,Low,High,Low,Low,ON,ON
6.797,0.03846,23.6209,36.5584,High,High,Low,Low,ON,ON
6.3697,0.02084,27.8686,15.271,Low,High,High,High,OFF,OFF
7.0743,0.01523,21.4146,31.4875,High,High,Low,Low,ON,ON
7.4703,0.02651,18.9599,16.7229,High,High,Low,High,OFF,ON
8.6085,0.03591,25.6803,27.9678,Low,High,Low,Low,ON,ON
8.5243,0.04268,26.9288,24.66,Low,High,High,Low,ON,OFF
8.9738,0.0188,21.9849,15.4043,Low,High,Low,High,OFF,ON
5.7823,0.03862,18.9365,17.7341,Low,High,Low,High,OFF,ON
8.8584,0.02968,19.4053,37.1158,Low,High,Low,Low,ON,ON
8.446,0.02595,22.4183,17.8787,High,High,Low,High,OFF,ON
8.7405,0.03916,21.4335,15.5989,Low,High,Low,High,OFF,ON
8.9146,0.01995,20.8395,32.86,Low,High,Low,Low,ON,ON
7.2757,0.02321,28.6281,16.7508,High,High,High,High,OFF,OFF
7.6872,0.0305,18.0491,20.0013,High,High,Low,Low,ON,ON
8.4799,0.02119,25.1282,17.3124,High,High,Low,High,OFF,ON
8.3513,0.02227,23.952,21.7335,High,High,Low,Low,ON,ON
8.7257,0.01957,30.435,38.315,Low,High,High,Low,ON,OFF
8.2345,0.0349,25.5574,20.6615,High,High,Low,Low,ON,ON
6.8197,0.03661,29.6219,37.4889,High,High,High,Low,ON,OFF
7.2515,0.03725,24.2328,29.2847,High,High,Low,Low,ON,ON
8.3005,0.01567,30.4203,17.1796,High,High,High,High,OFF,OFF
8.8229,0.02442,25.4907,33.1151,Low,High,Low,Low,ON,ON
8.4203,0.01544,24.0526,31.6476,High,High,Low,Low,ON,ON
6.62,0.0435,18.3518,34.0748,High,High,Low,Low,ON,ON
5.6332,0.02019,20.6897,29.5199,Low,High,Low,Low,ON,ON
8.1922,0.0267,27.5092,15.3577,High,High,High,High,OFF,OFF
7.9288,0.01804,29.3317,23.6239,High,High,High,Low,ON,OFF
8.9814,0.01789,19.9963,34.8935,Low,High,Low,Low,ON,ON
8.0714,0.03251,18.9486,38.6818,High,High,Low,Low,ON,ON
8.8143,0.0273,23.1737,15.4976,Low,High,Low,High,OFF,ON
6.5591,0.03438,29.4254,32.6953,High,High,High,Low,ON,OFF
7.4775,0.03574,28.7805,26.4815,High,High,High,Low,ON,OFF
7.6726,0.03333,26.6185,24.299,High,High,High,Low,ON,OFF
8.2404,0.02292,18.3901,39.0494,High,High,Low,Low,ON,ON
7.2421,0.01506,30.4011,35.9128,High,High,High,Low,ON,OFF
8.0278,0.02268,23.6528,33.1654,High,High,Low,Low,ON,ON
8.5701,0.01993,27.327,34.6531,Low,High,High,Low,ON,OFF
7.5774,0.02467,28.6814,15.1779,High,High,High,High,OFF,OFF
6.7032,0.0314,20.8148,31.8326,High,High,Low,Low,ON,ON
6.9232,0.03969,19.5486,27.1074,High,High,Low,Low,ON,ON
7.8659,0.03522,21.9707,16.7808,High,High,Low,High,OFF,ON
7.8987,0.0205,21.3012,33.6098,High,High,Low,Low,ON,ON
7.6341,0.03819,30.7729,36.4562,High,High,High,Low,ON,OFF
6.5223,0.03902,22.0744,18.7407,High,High,Low,High,OFF,ON
5.5419,0.03603,25.1248,31.3965,Low,High,Low,Low,ON,ON
8.5994,0.03413,22.1302,39.1118,Low,High,Low,Low,ON,ON
8.0424,0.03636,21.5841,27.6539,High,High,Low,Low,ON,ON
8.1863,0.03491,28.3725,16.5813,High,High,High,High,OFF,OFF
7.4011,0.04207,24.8769,28.598,High,High,Low,Low,ON,ON
5.7249,0.02808,20.1104,32.8854,Low,High,Low,Low,ON,ON
6.962,0.03,24.4261,25.738,High,High,Low,Low,ON,ON
6.078,0.03605,23.8288,28.69,Low,High,Low,Low,ON,ON
8.5383,0.03932,20.0204,26.0061,Low,High,Low,Low,ON,ON
6.8575,0.01501,27.586,15.2659,High,High,High,High,OFF,OFF
5.6269,0.02476,22.5868,37.7731,Low,High,Low,Low,ON,ON
7.9042,0.04199,23.8558,31.1487,High,High,Low,Low,ON,ON
7.6157,0.01732,30.6775,25.1043,High,High,High,Low,ON,OFF
7.7148,0.02726,18.7973,30.9896,High,High,Low,Low,ON,ON
8.1488,0.02445,18.0171,39.5897,High,High,Low,Low,ON,ON
7.0267,0.01652,21.1744,22.7044,High,High,Low,Low,ON,ON
7.0388,0.03525,28.6545,17.5295,High,High,High,High,OFF,OFF
6.3993,0.03796,20.469,28.7991,Low,High,Low,Low,ON,ON
6.4666,0.04494,26.9561,18.4058,Low,High,High,High,OFF,OFF
7.6828,0.03588,29.3488,32.5185,High,High,High,Low,ON,OFF
5.7716,0.02088,29.2577,29.6816,Low,High,High,Low,ON,OFF
6.0171,0.01717,19.4382,38.6107,Low,High,Low,Low,ON,ON
6.7153,0.01676,21.4189,24.5588,High,High,Low,Low,ON,ON
8.3249,0.03947,30.4181,33.2059,High,High,High,Low,ON,OFF
5.845,0.02666,19.2613,18.874,Low,High,Low,High,OFF,ON
6.848,0.02654,30.2361,16.0967,High,High,High,High,OFF,OFF
8.6987,0.0259,29.7668,23.2416,Low,High,High,Low,ON,OFF
5.6591,0.03028,18.803,18.5101,Low,High,Low,High,OFF,ON
5.8148,0.02091,24.5453,29.7737,Low,High,Low,Low,ON,ON
6.2476,0.0358,22.1056,39.382,Low,High,Low,Low,ON,ON
7.0706,0.03799,23.2609,24.7602,High,High,Low,Low,ON,ON
7.1653,0.03772,25.4325,28.2437,High,High,Low,Low,ON,ON
6.2699,0.03307,29.1074,19.9437,Low,High,High,High,OFF,OFF
6.0006,0.02762,27.79,16.8656,Low,High,High,High,OFF,OFF
8.2522,0.0229,20.8925,22.8525,High,High,Low,Low,ON,ON
8.9336,0.02488,24.5154,29.412,Low,High,Low,Low,ON,ON
8.3483,0.03639,24.6419,38.994,High,High,Low,Low,ON,ON
5.56,0.02822,29.3685,38.9409,Low,High,High,Low,ON,OFF
7.6432,0.03271,21.8103,33.5312,High,High,Low,Low,ON,ON
8.8275,0.02099,25.9525,37.3283,Low,High,Low,Low,ON,ON
6.417,0.03941,23.3216,37.7122,Low,High,Low,Low,ON,ON
8.4078,0.04289,20.5687,15.2627,High,High,Low,High,OFF,ON
8.732,0.03443,30.0346,21.2658,Low,High,High,Low,ON,OFF
6.5258,0.0242,24.0809,31.7225,High,High,Low,Low,ON,ON
8.321,0.02449,24.8707,25.2899,High,High,Low,Low,ON,ON
8.4077,0.04002,18.0454,39.4756,High,High,Low,Low,ON,ON
8.8058,0.01788,24.277,36.72,Low,High,Low,Low,ON,ON
8.9215,0.02888,18.3959,33.8364,Low,High,Low,Low,ON,ON
7.2589,0.01959,29.8547,19.5986,High,High,High,High,OFF,OFF
7.0083,0.01953,22.425,31.533,High,High,Low,Low,ON,ON
7.7506,0.03633,22.9601,21.6967,High,High,Low,Low,ON,ON
5.7653,0.02526,21.4709,38.5285,Low,High,Low,Low,ON,ON
7.7215,0.02381,30.9696,30.6445,High,High,High,Low,ON,OFF
8.2248,0.044,22.5337,30.6612,High,High,Low,Low,ON,ON
6.2776,0.02889,27.561,21.6097,Low,High,High,Low,ON,OFF
