PH,AMMONIA,TEMP,DO,TURBIDITY
6.8557,0.01622,27.6403,19.639,26.628
7.4601,0.01729,20.3988,8.7185,17.4813
8.5446,0.03578,23.9691,19.8174,35.8932
8.0432,0.03979,18.422,7.6842,15.7824
8.1081,0.03534,23.6527,13.903,18.2741
6.1874,0.0416,23.1462,9.1133,38.9596
5.7646,0.02638,25.7043,14.5944,22.5694
7.4608,0.02213,23.5062,18.5941,38.3627
5.6528,0.02146,23.2262,18.1274,16.7399
6.1385,0.04483,30.5069,17.0754,20.1216
6.7651,0.01827,28.5843,14.3378,34.7749
5.564,0.02502,20.0967,18.9994,19.9267
6.7107,0.03884,27.1993,5.9257,34.3703
7.1975,0.03844,26.7507,7.4879,37.8465
8.4739,0.04173,21.5507,14.7006,33.732
6.853,0.04329,21.471,11.2554,15.7577
6.693,0.03496,23.6461,17.6617,33.2068
8.7788,0.01648,24.7875,16.4988,26.1763
8.9225,0.03139,27.2609,14.3449,33.6499
8.9723,0.02306,25.8197,9.5577,23.5001
5.6084,0.0252,24.0178,11.8849,15.0562
8.045,0.02659,30.2819,5.2724,19.3801
7.4859,0.0156,18.2961,12.9014,22.7833
7.6961,0.02048,18.3831,12.1217,36.5575
8.2266,0.03646,27.1923,15.7443,31.1453
5.8505,0.02864,29.9355,6.6027,38.8892
7.6825,0.03623,27.1758,17.4081,16.8162
8.1272,0.03063,18.2044,5.4042,15.9118
6.5799,0.01637,23.4628,12.8957,15.3614
6.9175,0.01643,24.9546,6.0445,27.7376
7.6928,0.03142,30.3967,7.6604,33.9542
6.4814,0.01529,30.4314,7.6515,30.9003
6.7316,0.04396,22.6938,11.3108,17.0476
6.381,0.01679,19.0801,7.5295,17.1263
8.1325,0.01664,28.9701,17.2657,29.0191
7.8847,0.0397,23.0479,9.5499,33.3528
8.6625,0.02483,23.6208,16.5328,27.7734
8.4399,0.0342,21.8048,10.2634,19.8652
6.2643,0.03324,28.9866,13.594,25.1854
5.8317,0.01633,19.6077,15.8025,36.301
8.4527,0.03991,21.9498,11.5248,33.5705
7.816,0.03454,29.6389,8.0308,22.4661
8.1661,0.02027,28.0153,16.1058,19.8778
8.8023,0.0377,20.2865,6.6795,35.6585
7.1605,0.03742,26.7452,18.5701,38.973
6.8912,0.04064,19.6941,18.3533,39.6617
5.8417,0.02607,28.0821,18.77,37.249
6.8657,0.03398,18.1731,10.3103,18.2436
6.3342,0.03712,28.4195,12.7642,34.0485
6.6013,0.03121,21.5057,12.1459,35.1873
5.6397,0.03943,24.6216,15.6229,20.0736
8.2999,0.03047,27.7864,13.7922,15.4995
5.8263,0.04135,19.6594,12.0541,18.4528
7.5751,0.03905,18.832,9.7847,39.9827
5.9176,0.02545,23.3276,12.6107,37.5414
7.0311,0.01583,26.2555,10.7623,30.0221
6.2353,0.04005,28.7233,17.2493,28.3679
8.0586,0.01753,20.4199,12.0336,37.994
5.6228,0.02709,23.3577,17.4544,24.4375
8.8545,0.03892,29.7322,17.2905,34.286
6.7204,0.02219,20.2936,14.4205,28.1696
6.4678,0.04313,25.9546,16.5073,16.5512
7.9503,0.01799,20.3021,18.3658,20.2042
8.6977,0.03141,18.8862,15.7426,16.579
6.449,0.0275,21.228,12.386,15.7562
6.7009,0.03317,29.7246,11.5327,31.5877
8.2597,0.03433,27.8682,9.8104,35.5734
6.8107,0.03654,19.5439,7.1756,39.5306
7.1568,0.02804,27.792,10.9216,26.7474
7.2204,0.03311,21.1202,19.6577,15.9419
7.3782,0.02849,28.8225,8.6998,28.1414
5.5282,0.04193,26.7161,18.1016,32.3072
8.3149,0.04357,25.544,14.1075,26.365
6.0921,0.03267,21.9364,18.2958,30.9994
8.7902,0.04481,28.4148,14.0321,27.7144
8.6134,0.02433,25.0528,12.1517,28.9635
7.6546,0.02958,18.0621,5.0386,26.4491
7.102,0.0364,29.5997,14.4654,22.2587
8.9484,0.02736,26.2473,19.0633,24.6263
6.9322,0.03529,24.9115,8.5367,31.6226
8.3921,0.04371,29.7508,7.8239,39.3004
8.1857,0.03989,20.5253,7.8915,25.3945
6.6406,0.01573,23.2167,14.3733,15.5645
7.0717,0.02855,30.5777,9.4716,29.1901
7.7988,0.02763,25.4054,6.7108,32.8718
5.9255,0.03284,20.0915,8.3311,18.5502
8.796,0.02563,26.4726,14.3347,39.0189
8.271,0.01512,19.1811,9.508,23.0189
6.5185,0.01572,18.2535,11.046,35.0665
8.8503,0.03577,27.0305,10.9896,34.1326
7.1333,0.03949,19.1773,9.7065,20.647
6.0959,0.01981,19.697,19.2174,17.3223
8.6312,0.02811,18.696,11.993,35.5877
7.9248,0.03494,20.2016,16.4476,28.5636
8.7625,0.04348,30.5632,12.7165,35.2406
6.2839,0.0265,18.7375,7.3528,21.3468
8.9712,0.01991,20.7783,19.9923,18.2868
6.1354,0.02718,30.4904,17.353,26.772
5.8236,0.03523,24.635,10.1424,24.6954
7.3783,0.02252,20.3472,5.1877,16.0694
6.7184,0.02196,30.3939,19.67,17.0559
6.1625,0.02081,22.5489,17.7997,25.1625
7.7655,0.04092,29.7812,17.5629,22.4995
5.9139,0.03925,19.2122,10.9225,29.3716
7.8843,0.01798,24.8225,16.9714,19.143
8.4539,0.02978,23.6117,18.9368,17.8392
5.6464,0.02067,28.2241,8.3018,28.7758
5.6381,0.0174,20.7984,19.6174,37.0985
5.863,0.03939,21.1125,16.3245,29.5093
7.1992,0.03278,18.1197,9.207,31.7483
8.5526,0.03664,21.0824,18.6756,27.4384
7.6216,0.03555,21.3933,10.3382,15.7214
6.9886,0.04086,22.5465,18.4225,16.5544
8.804,0.02151,28.9443,13.847,38.5881
6.3397,0.02597,19.9755,12.0335,26.9187
8.3362,0.0261,30.5232,5.9938,39.2899
7.2286,0.04234,23.6009,6.1353,29.5372
8.5048,0.0363,27.9191,18.0317,24.3303
7.7399,0.0352,21.3489,17.1022,33.6938
7.0978,0.04159,25.2557,9.584,27.6406
7.6288,0.02427,28.8508,7.9176,23.1957
8.1114,0.02079,21.4158,11.5572,20.9535
8.0968,0.03455,19.0513,17.4053,29.6208
7.0468,0.01553,30.7209,6.7935,19.5145
7.467,0.01584,19.2216,6.2242,24.3353
8.4422,0.03847,30.9189,16.4595,18.4094
5.8308,0.03416,20.9417,12.7748,35.5782
8.9176,0.01966,26.4544,17.3355,33.8895
6.6906,0.01631,24.0301,7.8717,18.1765
5.7244,0.03786,22.0517,19.2398,23.5589
5.5662,0.01848,25.1182,15.243,36.2275
6.6516,0.0362,25.9204,11.3251,15.7601
8.5655,0.03992,23.3038,9.2234,22.9022
7.4105,0.03486,28.5611,5.308,31.1766
6.1043,0.02838,22.5342,7.8417,15.5445
6.6782,0.02671,27.4217,14.533,38.3357
6.3514,0.02523,18.5942,7.1993,16.8541
5.6785,0.0401,19.8522,11.5079,26.587
6.5708,0.02469,23.06,5.2983,34.3414
5.5664,0.03174,18.7746,16.4212,25.3557
8.3536,0.02707,22.4035,13.1877,36.4047
6.0636,0.04095,30.4447,12.8143,34.4574
8.8077,0.03468,26.4718,14.637,15.4475
6.2745,0.02448,25.8862,12.3272,39.0784
7.1315,0.02774,22.7221,19.0122,28.5567
6.1143,0.02194,20.7633,6.5729,30.7115
6.5046,0.03963,21.5947,13.5932,20.295
7.1547,0.01756,29.5981,19.1585,34.7008
7.5845,0.03231,22.2541,6.2496,19.2945
6.8802,0.0359,23.0875,5.1471,18.2225
6.4911,0.04279,19.5496,6.5881,21.0275
7.2738,0.02329,30.2751,9.647,17.4797
7.1289,0.04004,20.9164,11.6183,32.2951
6.9989,0.03987,25.0261,5.0317,25.7351
7.0102,0.03187,27.4753,8.9089,21.082
8.013,0.02576,29.8289,19.6461,35.4772
8.8959,0.04386,20.2002,7.6316,37.6945
6.0906,0.02862,29.7899,5.9477,38.8236
7.0046,0.03185,29.3736,19.5211,26.427
7.2743,0.0367,20.2855,13.2768,24.2108
7.3919,0.02134,28.9404,9.7559,29.4462
6.0306,0.02085,25.7217,14.9802,37.5319
7.8684,0.0162,25.0501,17.3361,31.7226
7.5722,0.03418,27.6714,15.8986,16.6566
7.8604,0.04475,19.1615,5.7397,39.6403
8.8697,0.03084,23.4147,6.2855,23.1475
8.4926,0.02802,25.9641,6.9188,21.7048
7.7914,0.03619,22.9665,6.2751,35.6716
7.4128,0.02286,18.5109,14.971,19.8047
8.0723,0.02704,20.2191,12.7909,25.0792
5.6673,0.02,20.6018,6.2483,27.6438
5.5218,0.03337,21.3166,16.2974,35.3519
8.9839,0.02553,29.4119,12.4814,35.6861
6.1249,0.02957,29.9737,12.4236,28.6148
8.0546,0.03036,19.3044,17.7451,21.4586
6.1976,0.03378,29.6252,7.9745,17.0366
8.4684,0.04206,21.8389,19.8808,18.1896
5.9006,0.03152,30.0994,13.4856,32.6026
6.1836,0.01984,20.5975,18.3832,34.1338
8.9585,0.0384,21.6405,8.3056,37.3546
8.389,0.01833,23.4423,12.1214,34.7007
7.9475,0.0251,30.2616,10.9252,27.8397
7.2702,0.0153,25.84,14.6881,18.8443
5.8287,0.03487,27.0057,14.9008,27.8697
8.2621,0.02021,25.5954,17.9297,37.4353
6.4489,0.02308,24.4099,14.8995,35.2648
6.2654,0.02283,30.2062,18.6337,15.4681
8.1388,0.02512,25.5291,13.436,23.4781
7.6411,0.02509,30.9643,9.6187,29.9745
7.5924,0.02036,19.9435,6.104,21.006
6.1613,0.01976,27.6977,19.6013,18.8454
6.8392,0.02844,18.6898,17.4964,31.162
7.5464,0.02813,25.176,7.7539,35.9848
8.6062,0.03703,23.4013,13.7508,39.6523
5.6062,0.04325,19.8312,19.1395,27.2283
6.1445,0.02063,29.2561,11.9909,28.4976
6.5051,0.03756,23.6607,9.3753,29.9457
6.4879,0.01802,22.1375,16.8333,30.4781
7.9226,0.01577,19.3079,17.6651,23.0838
6.3223,0.01781,23.5969,12.5233,36.421
6.1746,0.03157,30.6153,6.5304,19.4582
5.8107,0.03053,28.7402,16.1043,33.6846
8.9671,0.0302,27.9695,15.34,18.3068
6.9767,0.01972,23.0714,14.7462,37.3926
8.8788,0.03446,29.4201,16.5061,22.2856
7.6295,0.02604,30.4712,9.3042,27.6376
7.3847,0.01524,28.0481,10.7282,37.6523
6.1386,0.03172,18.8815,10.3232,23.6778
7.3197,0.04189,22.3322,19.9275,28.2721
6.721,0.04209,26.5908,17.3185,22.9719
6.3387,0.03194,27.6391,12.1233,22.1458
6.0097,0.01994,24.0767,13.1115,22.4513
6.2033,0.04128,27.2134,7.4662,33.2306
5.9099,0.03817,25.1964,11.1413,38.655
7.619,0.02769,26.5487,16.7528,21.2875
7.3059,0.02953,22.3315,15.5327,28.7798
7.7027,0.04069,28.7558,17.7523,30.7789
8.6614,0.01708,30.3176,12.969,24.7464
7.1505,0.04049,22.1732,5.9424,35.3143
5.5379,0.04195,23.5729,16.0357,27.3006
7.2714,0.04261,27.9536,14.8405,16.4106
8.4159,0.02406,21.6493,14.2163,16.736
6.1515,0.02531,28.7653,17.9746,24.8051
7.8347,0.04245,27.8849,9.6777,21.0947
8.331,0.04167,23.9235,10.0104,28.4654
6.5809,0.01884,28.2821,17.5324,29.1846
6.1408,0.03889,24.5289,7.7516,16.9803
6.5356,0.04166,23.4831,7.5233,35.2695
6.4878,0.03554,18.7616,8.5851,38.1016
6.06,0.04463,18.3802,8.8684,29.1188
8.7234,0.03921,22.736,16.9882,32.5482
6.3382,0.04356,28.1451,18.5226,28.0987
8.5853,0.0218,23.2892,18.1496,33.6179
7.8023,0.01722,29.3732,9.0544,34.3087
8.1176,0.02668,21.4256,16.8633,31.9435
8.5365,0.03034,20.1326,5.6084,31.9765
6.473,0.01558,23.312,5.1967,24.1886
8.8188,0.04023,29.4217,13.1901,39.0293
5.7999,0.03281,22.629,14.402,18.3465
6.3322,0.02572,28.2773,7.9177,32.1767
6.2935,0.02487,30.8842,17.9874,35.0512
8.9626,0.017,21.4615,10.4614,18.9463
6.638,0.02795,24.0399,6.0996,25.3984
8.2063,0.0161,25.6273,15.2792,35.1804
6.402,0.01624,19.9872,12.378,26.2929
7.555,0.01837,25.8302,13.1214,37.5861
6.1768,0.04341,19.5096,10.8222,30.0684
8.5809,0.03173,27.1516,10.0896,38.398
6.7091,0.03195,21.2891,7.9575,18.1241
8.8513,0.02025,27.3157,12.5134,36.8118
5.55,0.04434,27.2344,9.2513,36.4901
5.5967,0.03766,29.3995,5.263,26.5303
8.8293,0.04382,28.6,14.8654,15.8279
8.5799,0.03568,30.9036,15.2601,31.9917
6.1224,0.01701,25.1403,9.2258,17.4704
7.2411,0.02096,28.0418,15.4563,35.5417
8.8328,0.01634,22.9721,12.4324,28.6692
8.7424,0.02261,20.128,5.6158,31.3113
6.678,0.02399,26.4478,6.2507,23.985
6.3693,0.0322,27.124,14.7517,25.0619
7.8924,0.01659,19.7547,5.8615,23.9821
7.1398,0.03156,20.637,12.1793,30.0602
5.809,0.04453,18.4537,18.0298,37.9157
7.468,0.02154,21.3154,5.9205,25.5489
8.9293,0.03958,25.9481,12.5313,25.5086
7.2463,0.02589,25.8305,9.1868,35.5862
6.3449,0.03737,21.3253,14.33,26.0999
6.197,0.01603,27.2365,6.5211,29.4832
8.8234,0.0227,20.0945,12.9439,19.3971
6.7762,0.02398,29.2284,18.2232,23.2393
7.1242,0.03827,20.6652,5.5744,20.9037
7.6963,0.0238,24.8797,5.1088,20.4157
8.135,0.03032,25.8657,6.1584,31.516
6.9816,0.03198,26.1398,16.1296,34.5886
5.5078,0.03389,26.5166,14.7228,19.6082
8.1621,0.02533,25.6838,6.5885,24.0579
6.7778,0.01918,21.8005,10.931,28.0824
8.0263,0.02046,20.9475,19.6698,26.0314
7.857,0.02078,19.9815,17.2915,25.0293
6.8225,0.02457,25.6545,6.6344,27.6898
6.3001,0.02529,21.666,19.2192,20.2675
6.7901,0.04081,23.1015,10.2456,31.561
7.7585,0.04418,27.5385,11.2164,21.0322
6.6173,0.02324,29.5466,12.6699,21.9117
6.7525,0.04133,18.5775,15.3085,19.9958
7.9116,0.03669,25.354,10.8683,35.9291
8.6525,0.03537,29.5612,5.5365,21.0495
5.7792,0.04144,18.5276,16.3868,20.3691
7.3595,0.03589,23.0887,18.6974,23.2269
8.3717,0.02805,23.5882,15.9865,35.7531
7.1307,0.02107,22.7992,18.5381,26.5681
6.468,0.03743,19.9158,5.9616,19.6002
5.6014,0.03502,26.7101,13.1577,17.2705
5.5056,0.0268,26.1333,13.115,33.8739
6.7459,0.01696,21.9439,14.4803,16.394
6.9275,0.03629,19.6067,7.7744,34.4193
8.6487,0.02688,19.0583,19.1173,33.2615
7.2048,0.02988,23.9369,15.6503,21.9554
6.2243,0.02505,19.7183,19.0643,20.3771
6.6639,0.04122,29.9134,7.0919,32.3131
8.9867,0.04251,19.1387,5.1978,21.9068
6.2994,0.04291,20.923,19.5362,16.5814
7.8867,0.02772,19.3043,6.8949,25.7173
7.5111,0.02551,18.9727,9.6515,35.5144
7.9205,0.03842,19.3973,15.5414,30.6993
6.1919,0.02729,21.3514,13.711,21.3548
6.0206,0.03206,18.4084,16.5483,39.2052
6.607,0.03808,26.9978,7.4273,20.2372
7.2421,0.0374,30.0181,15.2011,35.2681
7.1816,0.03431,28.5826,16.754,21.7651
6.1247,0.02389,18.2346,19.6203,26.6923
6.023,0.02883,30.5296,14.7556,34.8582
5.77,0.02498,30.4762,17.9401,37.2612
8.3233,0.02929,29.8303,19.7662,22.5047
7.5365,0.03061,23.422,18.2179,39.5136
5.9558,0.02915,25.1466,18.7376,22.0127
6.0957,0.03708,25.4379,9.6399,23.0566
8.2295,0.03103,18.0349,5.0096,27.3052
8.9196,0.03019,26.1091,8.3842,30.5298
8.774,0.01562,22.4372,12.3827,28.847
5.8291,0.03391,25.1693,12.6875,28.1818
7.5873,0.01675,22.9129,11.7002,32.8908
7.3287,0.04154,30.2999,8.8277,35.677
6.9124,0.01599,27.1378,18.6527,16.9127
7.4815,0.03922,23.6617,14.2093,30.3134
7.4981,0.02464,25.6508,18.2469,37.6594
8.0285,0.02073,29.913,19.6616,32.6493
8.8026,0.0172,29.2148,15.9691,20.1064
8.9023,0.03612,28.8666,12.8958,15.8212
7.3013,0.02075,27.3616,15.7966,36.0379
5.8187,0.02254,18.7941,16.7866,20.8145
8.2071,0.04249,19.8498,11.3024,39.1919
6.068,0.04393,30.8279,15.6966,35.9818
8.7972,0.04407,19.3507,14.2567,21.8126
7.1049,0.01715,22.6315,13.8829,16.5696
7.4584,0.04162,20.2614,11.2326,20.9612
6.3286,0.02109,18.4698,14.3054,36.1558
7.301,0.03729,19.4861,6.0673,36.3422
8.4859,0.01861,29.3231,5.7686,16.938
8.9555,0.01938,25.4274,6.9984,37.8854
7.3019,0.03355,23.1908,15.5301,22.469
7.9373,0.01628,28.2577,17.9898,29.4604
5.8593,0.04318,21.1562,11.4652,36.4942
6.8081,0.03802,27.5687,8.9993,33.3915
6.5642,0.0262,27.1365,17.6527,27.1251
7.2238,0.031,25.5148,14.7745,20.9762
6.0461,0.0209,22.8988,6.8859,16.0038
8.9762,0.03488,19.2227,17.1776,18.0062
7.9434,0.01625,18.7714,10.3635,24.7254
8.4801,0.02946,20.8343,12.2732,19.7462
6.2469,0.03026,23.3736,9.4262,29.2853
7.2023,0.03353,24.9483,12.9424,22.3442
6.4866,0.04026,29.5476,8.4337,24.934
8.587,0.03126,28.7566,9.0082,23.4074
6.3166,0.03978,28.1416,17.2408,21.3819
8.4948,0.02041,25.5285,6.2963,29.065
6.2546,0.04115,20.3556,11.1749,30.1679
5.9725,0.04361,21.991,12.8172,27.0531
7.8337,0.02112,27.2198,14.9506,39.7196
7.2305,0.03679,18.8621,6.6409,20.3506
5.8077,0.04334,18.5826,12.7391,39.4115
8.8007,0.03456,22.1583,5.2942,37.1009
8.6344,0.02118,21.7609,13.472,24.5384
5.8222,0.04298,18.8615,13.3507,39.9574
7.0651,0.04226,30.8356,6.6544,29.7657
7.5972,0.0297,27.5432,9.0184,21.2812
6.7323,0.01684,22.538,11.2742,27.8658
8.7189,0.01547,20.512,5.7839,38.2593
8.3328,0.03673,27.555,15.2854,16.1102
7.2036,0.04379,19.4114,8.4082,20.545
8.0289,0.0281,30.6964,16.7347,21.4265
7.0383,0.02922,19.6217,12.944,38.7492
8.5994,0.02847,26.5546,14.2284,26.7546
5.7693,0.03017,29.1194,10.149,30.8889
7.1206,0.03911,29.6304,17.235,31.7914
8.1118,0.02183,25.3229,15.1615,33.6311
5.9011,0.03219,20.5608,19.4726,16.3452
6.0143,0.03248,23.1212,16.3163,25.5337
8.0282,0.0368,20.7148,11.9434,21.3307
8.3222,0.02644,24.825,10.1144,20.5931
7.1101,0.02004,28.5204,6.6841,39.2224
8.9296,0.02098,20.289,8.7536,34.5224
7.1637,0.0353,18.4831,17.7619,32.6966
6.222,0.02935,26.4861,6.0549,15.5277
6.9233,0.04067,21.1861,6.3158,37.8861
6.0024,0.0292,25.1384,17.3884,33.1394
7.1183,0.03576,18.1502,19.5306,15.6296
7.7169,0.0344,29.9997,7.2114,31.1654
7.6358,0.02825,30.0785,17.2574,32.352
8.4669,0.01687,28.6498,5.6555,37.8209
5.5476,0.02459,24.5323,11.6402,19.7781
7.0923,0.01925,22.3034,6.7871,17.5654
8.3679,0.03888,28.5089,12.2264,23.2043
5.8028,0.03477,20.6964,10.0467,22.871
8.0065,0.04456,20.6016,11.6403,21.6818
8.997,0.03225,25.8806,9.2011,26.2104
8.8758,0.02354,18.9781,5.544,33.0517
7.0846,0.04274,26.6001,8.2201,34.238
7.9834,0.02909,24.9694,7.2474,38.1253
7.838,0.04091,28.7148,15.8797,15.4823
7.0592,0.02172,19.1281,18.2276,15.2731
8.4505,0.04073,24.2297,12.1023,28.504
7.6981,0.0158,29.0675,19.8049,17.1613
7.2613,0.0248,24.6958,13.8699,24.0452
5.6419,0.03164,26.1508,14.6011,20.8963
7.5375,0.03056,20.7056,10.5793,28.8802
8.7671,0.02584,18.5391,7.3574,19.7288
7.7833,0.03959,28.1145,19.1595,31.3601
7.9068,0.02901,20.1966,6.4835,31.9303
6.5994,0.04066,22.8886,9.6586,30.1161
5.9563,0.0442,24.677,14.9642,30.3532
6.5593,0.02496,24.2238,8.6132,24.0232
7.3014,0.03381,23.0993,10.2081,22.1193
6.2089,0.01755,28.1335,12.5484,16.1575
8.6523,0.02649,24.2811,19.8329,39.4261
7.7999,0.03013,23.5645,10.2859,26.4081
7.9731,0.03105,21.1004,5.7301,31.157
7.5475,0.02656,28.8887,13.185,16.5079
7.051,0.04447,22.1347,5.9915,32.9701
6.5386,0.04052,22.4972,9.6849,28.778
7.9694,0.03464,26.6767,11.5149,35.5302
7.1009,0.02397,26.1998,16.4949,22.3005
6.6404,0.02359,25.1874,18.9376,29.4738
6.6301,0.02192,21.9007,8.4857,26.2584
8.7171,0.02854,30.2614,15.4662,16.0668
7.3089,0.02768,23.1498,9.7663,38.0444
8.8423,0.04188,20.9625,15.8767,32.1249
8.7572,0.02225,21.414,18.9504,22.9375
6.0623,0.03075,20.6917,5.2485,16.9589
6.4776,0.04248,22.1012,10.2222,28.5425
8.6643,0.02105,25.8686,8.1188,24.0221
6.9079,0.0151,28.9691,12.0991,24.8694
6.9741,0.01845,24.7769,12.1429,17.6154
6.4182,0.02051,30.0954,19.8373,30.7282
6.9023,0.01811,27.185,19.8966,29.0109
7.9174,0.02245,22.4718,9.8128,16.2645
8.3203,0.02908,20.4824,13.2336,31.2977
7.6614,0.02236,21.4931,15.083,17.9947
7.0243,0.0398,28.6511,17.322,20.8281
8.2775,0.02879,30.301,7.8928,28.0452
8.3356,0.02727,18.8473,9.0261,19.4914
8.8139,0.02823,22.6906,18.7391,29.1301
5.9578,0.02871,23.8239,19.1778,33.6732
7.6815,0.03724,24.1691,10.8729,32.2503
7.76,0.03186,25.6162,16.8778,24.271
6.2019,0.03065,24.7412,10.0385,34.5111
7.5545,0.04022,23.0775,7.8199,20.7004
5.9068,0.03316,22.5779,11.9736,19.1049
6.282,0.02492,18.8339,19.8211,37.2701
7.3981,0.029,23.2463,12.8437,31.3002
7.9975,0.01709,19.4556,7.5212,38.2343
6.6859,0.04414,30.7432,15.2978,33.1867
8.2099,0.03372,25.8877,11.0818,25.3448
8.5623,0.03029,27.7557,5.8696,37.3585
6.4753,0.03838,19.397,15.9529,23.2662
6.9858,0.04243,28.9361,8.0929,30.0356
6.1728,0.039,19.8992,15.0004,18.0682
7.5179,0.03009,21.1367,10.8424,19.8368
8.6157,0.0396,30.7155,11.465,38.5936
8.9999,0.02473,20.5164,13.6186,19.1945
6.0724,0.02695,29.4236,9.9062,20.294
8.2178,0.04304,20.3311,8.6296,39.2122
6.208,0.01937,25.0948,9.7797,39.078
6.0676,0.02873,27.4074,16.4619,25.0722
7.4625,0.02598,23.9232,17.5776,19.9482
8.8478,0.01616,20.1266,16.4535,34.5107
8.8314,0.03208,19.3282,19.2147,15.1725
5.5503,0.01793,23.9442,19.8276,25.1688
6.7144,0.03559,24.8604,14.8988,37.1098
7.5293,0.02426,18.2965,9.2956,29.9508
6.581,0.04443,20.2253,8.367,21.3938
8.7444,0.04408,28.3678,11.6852,16.3153
8.1212,0.01939,21.9315,7.5158,24.5593
8.1563,0.02928,27.5484,7.9234,19.6229
7.1601,0.03037,28.5589,11.4313,34.3782
8.6606,0.01713,30.291,12.9317,31.4575
6.1035,0.02148,21.6117,6.8127,35.4434
8.0492,0.03955,29.8516,14.1602,33.3898
6.6345,0.04347,21.6628,14.4955,29.9701
6.7533,0.04319,30.7919,19.7568,32.3225
8.5829,0.01888,26.596,11.0795,29.5587
5.607,0.02277,20.0506,11.6796,17.0547
8.3517,0.02665,30.037,10.9193,36.269
8.732,0.0418,23.7071,15.9372,17.2533
6.4826,0.0319,30.6752,14.7397,27.0555
8.2258,0.03263,24.6346,16.5023,23.8394
7.6914,0.02812,23.6254,7.0389,18.5912
6.4801,0.04061,28.6661,8.0321,36.753
6.8504,0.02858,27.3147,10.2287,36.4382
6.0011,0.02974,29.2209,18.2598,34.2642
7.8237,0.03411,19.9788,9.9315,24.0347
5.7117,0.02857,29.9622,8.2253,24.5566
6.7064,0.03764,30.3709,13.5017,29.5931
6.3785,0.0217,26.7789,8.0874,37.5401
6.2291,0.03482,19.1167,18.1875,30.8963
7.8247,0.02452,22.7952,10.1468,33.958
8.3193,0.02253,20.0178,10.0429,39.7908
6.956,0.03014,22.5961,7.633,39.8225
8.5072,0.04024,29.2306,15.205,17.6866
8.6001,0.02818,18.8017,14.1757,22.6405
6.5247,0.0176,26.5923,8.4738,24.4231
7.1526,0.0223,21.8358,14.1172,37.2256
8.5139,0.04338,19.6351,19.446,17.4169
7.4066,0.02931,24.0595,18.9247,34.4319
6.2948,0.03649,27.3786,11.1727,23.8496
6.9144,0.01545,27.5545,11.2086,33.8173
7.5357,0.01778,25.2508,13.6754,25.2842
8.9874,0.0243,30.9835,12.6713,38.0887
7.2843,0.02788,24.5991,13.9021,23.0643
7.2978,0.01528,24.8721,16.6146,15.026
7.4462,0.02839,28.5787,17.1654,21.6279
5.6052,0.03376,23.9812,7.3805,18.0479
5.8262,0.02246,18.7605,18.8564,35.0635
8.1201,0.0278,21.5067,7.6898,23.0238
7.5281,0.01566,26.1381,18.2215,21.8932
7.382,0.02851,24.9192,5.3448,35.0733
7.41,0.04255,23.3431,16.249,35.1645
6.9008,0.02304,29.3914,9.4549,26.6196
6.3534,0.02917,27.0729,13.1175,28.7429
6.7427,0.02204,29.8709,8.3194,19.6961
8.0362,0.03895,23.5537,5.7251,35.5773
8.0252,0.04421,21.2224,6.9508,30.2747
7.2951,0.02162,19.6353,19.9235,22.6247
8.5996,0.03347,25.3198,6.0288,19.3004
7.4178,0.02061,27.3076,14.5207,33.189
7.3796,0.02616,24.8473,9.011,25.5474
8.1529,0.02927,27.831,10.1751,24.9197
7.3498,0.02299,19.3133,11.3545,35.6495
8.7733,0.03313,29.6286,11.2316,16.2031
8.9558,0.03366,28.6076,7.4276,32.269
6.5923,0.02596,30.722,12.833,20.5833
6.5151,0.0203,27.7609,10.0048,15.9618
8.0119,0.04227,20.0951,7.2997,17.9649
7.8193,0.02423,19.3208,5.7929,39.0641
5.742,0.03607,24.5351,18.7481,22.1804
7.4851,0.01707,19.5869,12.9485,24.4042
8.5051,0.03645,18.7201,18.4519,17.3216
8.2122,0.02766,19.7381,12.0945,19.9564
8.5679,0.04237,26.3362,15.877,24.096
7.9327,0.02511,27.5947,8.4984,32.6268
7.3927,0.03025,22.2011,5.1699,24.2826
6.8665,0.03033,21.1751,15.6067,18.9791
8.6056,0.01916,18.7099,5.8806,20.8452
8.5161,0.04485,27.8306,6.3365,19.9426
6.3052,0.02582,21.8838,13.635,35.2536
6.4998,0.02412,23.6159,16.0692,18.7731
6.5456,0.04412,23.9909,15.1688,18.0769
7.5797,0.02319,30.7041,15.4667,37.1831
6.5166,0.01854,25.8693,18.4728,28.2447
7.3071,0.04045,19.7087,10.3703,22.5518
5.7766,0.03055,20.1181,15.8154,25.4505
5.7047,0.01864,24.829,16.8103,38.3156
6.7752,0.04402,18.4372,18.1397,23.114
8.6993,0.03671,20.1537,7.9488,25.2014
7.2179,0.02031,19.0863,17.8427,21.3244
8.4928,0.04377,25.138,6.3497,23.545
7.5437,0.04462,20.1825,8.4917,34.1792
7.6109,0.03304,28.8847,9.6054,38.0745
7.7478,0.02352,19.3029,19.993,21.7478
7.6926,0.02262,25.7527,15.4106,22.8653
8.2125,0.01922,18.1584,16.5704,23.8824
7.8396,0.01869,23.0663,14.6689,28.681
5.9999,0.03746,26.9654,14.5945,16.9343
7.0965,0.01642,20.5924,11.2897,29.926
8.6111,0.04072,27.0867,12.2701,30.9995
8.6902,0.03904,30.3041,14.9186,34.4782
5.8833,0.04478,25.9337,13.6749,39.074
